,,,,,,,,,,,,,
,Red Sea Dive Centre,,,,,,,,,,Salt water,,
,,,,,,,,,Min. temperature,,,°C,
,,,,,,,,,Visibility,,,,
,,,,,,,,,Drift,,,,
,Notes,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,24,,,Site,,,,,Date,,,Time,
,,,,"Ada Ciganlija, Belgrade, Serbia",,,,,"March 11, 2023",,,11:00,
,,,,,,,,,,,,,
,Dive,,,,,,,,Equipment,,,,
,Duration,,,30,min,,,,Suit,,Dry suit,,
,Max. depth,,,8.3,m,,,,,,,mm,
,Avg. depth,,,5.2,m,,,,Weights,,12,kg,
,Tank pressure start,,,170,bar,,,,Tank,,Steel,,
,Tank pressure end,,,130,bar,,,,,,?,litres,
,Decompression dive,,,No,,,,,Computer,,Mares Puck Pro,,
,Gas,,,Air,,,,,Deco. alg. P-fact.,,P0,,
,O2,,,21,%,,,,,,,,
,CNS,,,?,%,,,,Weather conditions,,,,
,Altitude,,,74,m,,,,Weather,,Rain and wind,,
,Shore / vehicle,,,Shore,,,,,Air temperature,,6,°C,
,,,,,,,,,,,,,
,Operator,,,,,,,,Water conditions,,,,
,SDT Svet Ronjenja,,,,,,,,,,Fresh water,,
,,,,,,,,,Min. temperature,,6,°C,
,,,,,,,,,Visibility,,Poor,,
,,,,,,,,,Drift,,No,,
,Notes,,,,,,,,,,,,
,SSI Dry Suit - 1,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,25,,,Site,,,,,Date,,,Time,
,,,,"Ada Ciganlija, Belgrade, Serbia",,,,,"April 5, 2023",,,14:30,
,,,,,,,,,,,,,
,Dive,,,,,,,,Equipment,,,,
,Duration,,,36,min,,,,Suit,,Dry suit,,
,Max. depth,,,10.1,m,,,,,,,mm,
,Avg. depth,,,6.2,m,,,,Weights,,12,kg,
,Tank pressure start,,,200,bar,,,,Tank,,Steel,,
,Tank pressure end,,,100,bar,,,,,,15,litres,
,Decompression dive,,,No,,,,,Computer,,Mares Quad,,
,Gas,,,Air,,,,,Deco. alg. P-fact.,,P0,,
,O2,,,21,%,,,,,,,,
,CNS,,,?,%,,,,Weather conditions,,,,
,Altitude,,,74,m,,,,Weather,,Overcast,,
,Shore / vehicle,,,Shore,,,,,Air temperature,,3,°C,
,,,,,,,,,,,,,
,Operator,,,,,,,,Water conditions,,,,
,SDT Svet Ronjenja,,,,,,,,,,Fresh water,,
,,,,,,,,,Min. temperature,,11,°C,
,,,,,,,,,Visibility,,Poor,,
,,,,,,,,,Drift,,No,,
,Notes,,,,,,,,,,,,
,SSI Dry Suit - 2,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,26,,,Site,,,,,Date,,,Time,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Dive,,,,,,,,Equipment,,,,
,Duration,,,,min,,,,Suit,,,,
,Max. depth,,,,m,,,,,,,mm,
,Avg. depth,,,,m,,,,Weights,,,kg,
,Tank pressure start,,,,bar,,,,Tank,,,,
,Tank pressure end,,,,bar,,,,,,,litres,
,Decompression dive,,,,,,,,Computer,,,,
,Gas,,,,,,,,Deco. alg. P-fact.,,,,
,O2,,,,%,,,,,,,,
,CNS,,,,%,,,,Weather conditions,,,,
,Altitude,,,,m,,,,Weather,,,,
,Shore / vehicle,,,,,,,,Air temperature,,,°C,
,,,,,,,,,,,,,
,Operator,,,,,,,,Water conditions,,,,
,,,,,,,,,,,,,
,,,,,,,,,Min. temperature,,,°C,
,,,,,,,,,Visibility,,,,
,,,,,,,,,Drift,,,,
,Notes,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
